Id,Name,Text,type,all_points,X,Y,RadiusX,RadiusY,Width,Height,all_transforms
8478,"undefined","Paratubal cysts","Polygon","57146.000,38832.000 57176.000,38800.000 57188.000,38778.000 57198.000,38778.000 57220.000,38716.000 57240.000,38694.000 57250.000,38662.000 57282.000,38620.000 57324.000,38536.000 57324.000,38514.000 57346.000,38482.000 57388.000,38420.000 57430.000,38356.000 57462.000,38292.000 57504.000,38250.000 57516.000,38228.000 57548.000,38176.000 57568.000,38166.000 57610.000,38102.000 57652.000,38060.000 57696.000,38006.000 57780.000,37922.000 57790.000,37900.000 57812.000,37880.000 57864.000,37838.000 57906.000,37816.000 57970.000,37774.000 58054.000,37732.000 58108.000,37690.000 58224.000,37626.000 58320.000,37604.000 58350.000,37594.000 58468.000,37552.000 58498.000,37542.000 58584.000,37520.000 58646.000,37500.000 58742.000,37478.000 58838.000,37446.000 59006.000,37414.000 59028.000,37414.000 59166.000,37382.000 59250.000,37350.000 59376.000,37320.000 59440.000,37320.000 59588.000,37288.000 59684.000,37256.000 59746.000,37246.000 59778.000,37234.000 59894.000,37214.000 59938.000,37214.000 60022.000,37202.000 60550.000,37202.000 60582.000,37214.000 60604.000,37214.000 60688.000,37234.000 60730.000,37246.000 60794.000,37266.000 60878.000,37288.000 61016.000,37350.000 61036.000,37350.000 61154.000,37394.000 61238.000,37414.000 61418.000,37468.000 61554.000,37478.000 61576.000,37478.000 61618.000,37488.000 61734.000,37488.000 61766.000,37500.000 61830.000,37520.000 61946.000,37542.000 62094.000,37562.000 62222.000,37604.000 62326.000,37658.000 62370.000,37690.000 62444.000,37710.000 62486.000,37732.000 62592.000,37774.000 62634.000,37796.000 62728.000,37816.000 62834.000,37858.000 62856.000,37858.000 62898.000,37880.000 62920.000,37890.000 62962.000,37922.000 63056.000,37964.000 63120.000,37996.000 63184.000,38060.000 63226.000,38122.000 63226.000,38144.000 63300.000,38270.000 63322.000,38292.000 63384.000,38376.000 63406.000,38376.000 63480.000,38494.000 63522.000,38556.000 63564.000,38620.000 63618.000,38684.000 63670.000,38726.000 63722.000,38790.000 63796.000,38874.000 63818.000,38906.000 63850.000,38948.000 63870.000,39000.000 63914.000,39074.000 63914.000,39096.000 63924.000,39116.000 63924.000,39160.000 63944.000,39222.000 63944.000,39244.000 63956.000,39296.000 63966.000,39328.000 63976.000,39370.000 63976.000,39984.000 64008.000,40112.000 64040.000,40196.000 64092.000,40290.000 64146.000,40364.000 64156.000,40396.000 64168.000,40428.000 64220.000,40482.000 64242.000,40512.000 64284.000,40556.000 64294.000,40576.000 64358.000,40608.000 64390.000,40618.000 64442.000,40640.000 64516.000,40650.000 64674.000,40650.000 64748.000,40640.000 64950.000,40608.000 65002.000,40598.000 65056.000,40576.000 65098.000,40566.000 65192.000,40502.000 65288.000,40470.000 65436.000,40438.000 65562.000,40418.000 65668.000,40396.000 65710.000,40386.000 65806.000,40376.000 65976.000,40334.000 66060.000,40312.000 66112.000,40290.000 66166.000,40270.000 66218.000,40248.000 66408.000,40248.000 66452.000,40238.000 66842.000,40238.000 67012.000,40248.000 67138.000,40260.000 67254.000,40302.000 67286.000,40302.000 67318.000,40334.000 67350.000,40354.000 67382.000,40376.000 67434.000,40428.000 67456.000,40428.000 67530.000,40492.000 67614.000,40556.000 67656.000,40598.000 67710.000,40640.000 67774.000,40714.000 67816.000,40766.000 67848.000,40820.000 67878.000,40862.000 67942.000,40968.000 67964.000,40988.000 68080.000,41180.000 68100.000,41200.000 68164.000,41328.000 68164.000,41348.000 68206.000,41432.000 68228.000,41506.000 68270.000,41612.000 68292.000,41656.000 68312.000,41772.000 68354.000,41888.000 68354.000,41908.000 68386.000,42014.000 68408.000,42110.000 68408.000,42142.000 68440.000,42248.000 68450.000,42310.000 68482.000,42406.000 68492.000,42502.000 68534.000,42638.000 68556.000,42734.000 68588.000,42924.000 68630.000,43104.000 68672.000,43242.000 68682.000,43294.000 68746.000,43506.000 68746.000,43590.000 68768.000,43632.000 68842.000,43876.000 68926.000,44098.000 69020.000,44298.000 69052.000,44362.000 69158.000,44626.000 69180.000,44668.000 69232.000,44902.000 69254.000,45070.000 69264.000,45124.000 69274.000,45198.000 69274.000,45452.000 69222.000,45800.000 69170.000,45990.000 69170.000,46034.000 69158.000,46192.000 69116.000,46392.000 69084.000,46582.000 69084.000,46626.000 69052.000,46848.000 69042.000,46868.000 69032.000,46932.000 69010.000,47038.000 68990.000,47144.000 68978.000,47238.000 68978.000,47270.000 68958.000,47334.000 68936.000,47398.000 68904.000,47460.000 68862.000,47524.000 68852.000,47546.000 68682.000,47736.000 68620.000,47800.000 68576.000,47852.000 68482.000,47958.000 68440.000,47990.000 68386.000,48032.000 68228.000,48170.000 68206.000,48190.000 68100.000,48286.000 68070.000,48296.000 67952.000,48392.000 67804.000,48498.000 67762.000,48528.000 67688.000,48572.000 67626.000,48614.000 67530.000,48676.000 67498.000,48688.000 67340.000,48740.000 67298.000,48750.000 67150.000,48804.000 67106.000,48814.000 67044.000,48824.000 66800.000,48868.000 66748.000,48878.000 66514.000,48920.000 66472.000,48930.000 66420.000,48930.000 66018.000,48972.000 65976.000,48984.000 65636.000,49016.000 65384.000,49026.000 65340.000,49036.000 65204.000,49036.000 65130.000,49046.000 65056.000,49046.000 65002.000,49058.000 64790.000,49068.000 64474.000,49068.000 64358.000,49058.000 64230.000,49046.000 64188.000,49036.000 64072.000,49004.000 64018.000,48994.000 63934.000,48984.000 63692.000,48920.000 63396.000,48856.000 63342.000,48846.000 63172.000,48794.000 63088.000,48762.000 62950.000,48698.000 62876.000,48666.000 62814.000,48624.000 62750.000,48592.000 62698.000,48560.000 62612.000,48498.000 62496.000,48424.000 62454.000,48412.000 62338.000,48338.000 62306.000,48306.000 62178.000,48212.000 62030.000,48106.000 61956.000,48052.000 61746.000,47916.000 61672.000,47874.000 61480.000,47746.000 61406.000,47704.000 61280.000,47620.000 61196.000,47556.000 61068.000,47482.000 61048.000,47460.000 60962.000,47408.000 60900.000,47354.000 60836.000,47292.000 60814.000,47280.000 60752.000,47196.000 60740.000,47176.000 60720.000,47144.000 60656.000,47028.000 60604.000,46900.000 60582.000,46858.000 60540.000,46762.000 60518.000,46710.000 60498.000,46656.000 60486.000,46604.000 60466.000,46540.000 60434.000,46424.000 60382.000,46266.000 60370.000,46224.000 60360.000,46192.000 60318.000,46096.000 60286.000,45960.000 60234.000,45842.000 60180.000,45726.000 60170.000,45694.000 60148.000,45632.000 60138.000,45610.000 60116.000,45588.000 60106.000,45536.000 60096.000,45504.000 60064.000,45440.000 60000.000,45356.000 59980.000,45324.000 59916.000,45272.000 59894.000,45250.000 59832.000,45218.000 59746.000,45166.000 59672.000,45134.000 59536.000,45070.000 59462.000,45040.000 59292.000,44976.000 59250.000,44954.000 59134.000,44890.000 58964.000,44816.000 58774.000,44712.000 58742.000,44700.000 58616.000,44594.000 58584.000,44584.000 58520.000,44542.000 58404.000,44426.000 58340.000,44342.000 58234.000,44246.000 58170.000,44204.000 58054.000,44098.000 58034.000,44066.000 57992.000,44034.000 57886.000,43928.000 57800.000,43844.000 57726.000,43780.000 57516.000,43580.000 57484.000,43548.000 57442.000,43496.000 57346.000,43378.000 57262.000,43272.000 57166.000,43168.000 57146.000,43146.000 57114.000,43104.000 57028.000,43030.000 56966.000,42956.000 56912.000,42892.000 56850.000,42840.000 56786.000,42766.000 56754.000,42712.000 56670.000,42606.000 56638.000,42512.000 56616.000,42470.000 56574.000,42396.000 56564.000,42342.000 56510.000,42194.000 56448.000,41994.000 56448.000,41952.000 56404.000,41782.000 56394.000,41750.000 56394.000,41698.000 56362.000,41538.000 56362.000,41242.000 56374.000,41136.000 56374.000,41116.000 56384.000,41020.000 56384.000,41000.000 56394.000,40914.000 56394.000,40756.000 56404.000,40692.000 56404.000,40672.000 56416.000,40586.000 56416.000,40566.000 56436.000,40482.000 56436.000,40450.000 56448.000,40408.000 56458.000,40364.000 56468.000,40312.000 56478.000,40228.000 56490.000,40196.000 56522.000,40090.000 56532.000,40038.000 56542.000,40016.000 56574.000,39932.000 56584.000,39910.000 56606.000,39868.000 56628.000,39804.000 56658.000,39720.000 56680.000,39698.000 56702.000,39604.000 56712.000,39582.000 56722.000,39540.000 56744.000,39476.000 56754.000,39456.000 56764.000,39414.000 56786.000,39370.000 56806.000,39318.000 56828.000,39254.000 56860.000,39202.000 56880.000,39160.000 56892.000,39106.000 56924.000,39064.000 56944.000,39022.000 56966.000,38968.000",-1,-1,-1,-1,-1,-1,-1
8479,"undefined","STIC","Polygon","103808.000,122870.000 103806.000,122882.000 103792.000,122902.000 103792.000,122908.000 103790.000,122912.000 103790.000,122924.000 103782.000,122934.000 103780.000,122942.000 103776.000,122960.000 103774.000,122986.000 103772.000,123006.000 103772.000,123128.000 103774.000,123154.000 103774.000,123158.000 103780.000,123178.000 103782.000,123188.000 103782.000,123196.000 103784.000,123206.000 103788.000,123212.000 103788.000,123224.000 103790.000,123238.000 103792.000,123244.000 103796.000,123254.000 103804.000,123272.000 103808.000,123288.000 103808.000,123294.000 103816.000,123298.000 103824.000,123306.000 103834.000,123318.000 103850.000,123326.000 103874.000,123330.000 103912.000,123334.000 103946.000,123334.000 103952.000,123328.000 103956.000,123322.000 103970.000,123310.000 103974.000,123306.000 103986.000,123296.000 103998.000,123278.000 104006.000,123264.000 104014.000,123248.000 104022.000,123236.000 104034.000,123216.000 104046.000,123190.000 104056.000,123166.000 104068.000,123138.000 104070.000,123130.000 104080.000,123108.000 104084.000,123104.000 104086.000,123096.000 104092.000,123080.000 104096.000,123064.000 104102.000,123048.000 104110.000,123024.000 104116.000,123016.000 104120.000,122992.000 104138.000,122940.000 104144.000,122926.000 104146.000,122908.000 104154.000,122886.000 104170.000,122844.000 104182.000,122810.000 104192.000,122776.000 104200.000,122762.000 104212.000,122718.000 104220.000,122688.000 104228.000,122656.000 104240.000,122614.000 104242.000,122604.000 104244.000,122596.000 104250.000,122570.000 104256.000,122542.000 104256.000,122526.000 104258.000,122520.000 104260.000,122506.000 104260.000,122450.000 104258.000,122434.000 104256.000,122430.000 104242.000,122410.000 104242.000,122402.000 104234.000,122392.000 104232.000,122386.000 104224.000,122374.000 104212.000,122364.000 104210.000,122358.000 104200.000,122348.000 104198.000,122342.000 104192.000,122340.000 104174.000,122326.000 104168.000,122326.000 104146.000,122310.000 104138.000,122304.000 104124.000,122294.000 104080.000,122274.000 104060.000,122262.000 104054.000,122262.000 104046.000,122260.000 104042.000,122260.000 104014.000,122276.000 104002.000,122292.000 103996.000,122294.000 103982.000,122310.000 103978.000,122318.000 103970.000,122328.000 103964.000,122334.000 103962.000,122342.000 103956.000,122356.000 103952.000,122368.000 103946.000,122378.000 103940.000,122392.000 103936.000,122408.000 103932.000,122422.000 103928.000,122440.000 103928.000,122444.000 103924.000,122460.000 103922.000,122476.000 103916.000,122506.000 103916.000,122538.000 103912.000,122562.000 103906.000,122586.000 103904.000,122590.000 103896.000,122628.000 103886.000,122646.000 103874.000,122672.000 103870.000,122690.000 103858.000,122706.000 103850.000,122722.000",-1,-1,-1,-1,-1,-1,-1
8480,"undefined","STIC","Polygon","106748.258,125472.102 106705.961,125437.727 106676.883,125408.648 106645.156,125379.570 106629.289,125361.063 106589.641,125321.406 106579.063,125308.188 106560.563,125281.750 106544.688,125257.961 106520.898,125220.938 106502.391,125189.219 106460.094,125117.844 106446.867,125091.398 106391.359,124959.211 106375.492,124930.133 106343.773,124879.898 106312.039,124827.023 106282.961,124774.148 106256.523,124723.922 106240.656,124700.117 106224.797,124663.109 106211.578,124644.602 106193.070,124610.242 106174.570,124578.508 106158.703,124554.719 106145.492,124533.570 106126.977,124504.492 106113.758,124475.398 106095.250,124435.750 106084.680,124417.242 106076.750,124396.094 106068.820,124367.008 106063.531,124348.500 106055.602,124327.352 106050.313,124311.492 106039.742,124295.633 106023.867,124261.258 106008.008,124218.961 106002.719,124197.813 105992.148,124181.953 105984.219,124163.438 105941.922,124099.992 105933.977,124084.133 105894.328,124031.250 105838.813,123957.227 105817.656,123928.148 105807.078,123914.930 105780.648,123896.422 105767.430,123883.203 105693.398,123817.109 105669.609,123793.313 105632.602,123761.594 105569.148,123714.000 105548.000,123698.141 105503.047,123663.773 105458.109,123618.828 105431.672,123597.680 105413.156,123581.813 105307.406,123483.992 105259.828,123436.406 105196.383,123362.383 105164.648,123333.297 105140.859,123306.859 105098.563,123261.922 105069.477,123238.133 105037.750,123201.109 104971.656,123145.594 104916.141,123087.430 104889.703,123055.711 104876.477,123037.203 104850.039,123002.828 104836.828,122981.680 104820.961,122944.672 104807.742,122897.078 104807.742,122870.641 104810.000,122800.000 104808.000,122788.000 104816.000,122776.000 104820.000,122772.000 104848.000,122760.000 104852.000,122756.000 104874.000,122752.000 104890.000,122750.000 104940.000,122750.000 104956.000,122752.000 104972.000,122760.000 104990.000,122764.000 105014.000,122788.000 105032.000,122808.000 105048.000,122820.000 105066.000,122842.000 105090.000,122868.000 105094.000,122874.000 105110.000,122890.000 105128.000,122906.000 105136.000,122916.000 105146.000,122924.000 105152.000,122926.000 105170.000,122944.000 105186.000,122958.000 105194.000,122964.000 105218.000,122980.000 105236.000,122984.000 105268.000,122998.000 105286.000,123002.000 105310.000,123008.000 105328.000,123018.000 105340.000,123024.000 105366.000,123046.000 105370.000,123048.000 105398.000,123058.000 105408.000,123060.000 105418.000,123072.000 105424.000,123074.000 105440.000,123090.000 105464.000,123106.000 105480.000,123120.000 105498.000,123132.000 105510.000,123142.000 105546.000,123178.000 105550.000,123180.000 105574.000,123204.000 105580.000,123206.000 105616.000,123230.000 105622.000,123236.000 105640.000,123248.000 105646.000,123254.000 105666.000,123270.000 105680.000,123288.000 105696.000,123304.000 105710.000,123314.000 105726.000,123330.000 105730.000,123342.000 105748.000,123362.000 105760.000,123372.000 105778.000,123394.000 105800.000,123412.000 105804.000,123418.000 105810.000,123426.000 105834.000,123454.000 105844.000,123470.000 105866.000,123490.000 105870.000,123498.000 105896.000,123516.000 105902.000,123522.000 105912.000,123526.000 105920.000,123536.000 105932.000,123550.000 105942.000,123564.000 105986.000,123610.000 106016.000,123642.000 106024.000,123650.000 106058.000,123688.000 106080.000,123712.000 106096.000,123730.000 106108.000,123752.000 106120.000,123770.000 106126.000,123778.000 106126.000,123782.000 106140.000,123804.000 106142.000,123810.000 106148.000,123818.000 106154.000,123828.000 106158.000,123838.000 106162.000,123844.000 106252.000,123934.000 106260.000,123944.000 106278.000,123960.000 106288.000,123974.000 106304.000,123992.000 106314.000,124004.000 106330.000,124018.000 106350.000,124042.000 106360.000,124052.000 106364.000,124062.000 106396.000,124098.000 106442.000,124152.000 106460.000,124180.000 106492.000,124226.000 106518.000,124264.000 106542.000,124298.000 106548.000,124308.000 106582.000,124372.000 106598.000,124410.000 106616.000,124448.000 106622.000,124460.000 106634.000,124492.000 106662.000,124550.000 106676.000,124582.000 106692.000,124610.000 106698.000,124620.000 106722.000,124658.000 106740.000,124690.000 106764.000,124730.000 106782.000,124764.000 106798.000,124792.000 106818.000,124828.000 106844.000,124862.000 106862.000,124886.000 106878.000,124912.000 106922.000,124972.000 106936.000,124988.000 106962.000,125020.000 106966.000,125028.000 106978.000,125050.000 107008.000,125088.000 107040.000,125132.000 107044.000,125134.000 107068.000,125170.000 107084.000,125198.000 107092.000,125214.000 107100.000,125226.000 107110.000,125276.000 107114.000,125288.000 107124.000,125316.000 107126.000,125324.000 107132.000,125346.000 107136.000,125362.000 107140.000,125374.000 107144.000,125392.000 107144.000,125400.000 107150.000,125412.000 107156.000,125428.000 107158.000,125438.000 107164.000,125448.000 107166.000,125454.000 107158.148,125488.180 107152.867,125519.906 107147.578,125546.352 107144.938,125599.219 107139.648,125615.078 107131.719,125636.227 107118.500,125646.813 107099.992,125657.383 107084.133,125662.672 107060.344,125665.320 107044.469,125665.320 107010.102,125662.672 106975.742,125652.102 106933.438,125628.297 106899.070,125609.797 106869.992,125591.289 106843.547,125572.781 106803.891,125541.063 106785.383,125530.477 106764.227,125511.977 106748.367,125493.469 106740.438,125477.609 106729.867,125464.391",-1,-1,-1,-1,-1,-1,-1
